,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DISMISSED 1,DISMISSED 2,DISMISSED 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,MAX SCORE,DISMISSAL AGREED,ORIGINAL MSG
643,909,635a845e1ab998280302a004,2022-06-29T22:00:00.000Z,WhyldWanderer#7002,Dr. Suga#8514,for Connect strategy session ,True,True,False,Nikola Creatrix#5026,ClaraZi#5313,hanners717#2022,0.43,13.0,False,for Connect strategy session 
653,1154,635a845e1ab998280302a0f9,2022-07-13T22:00:00.000Z,markop#2007,Melody - AFK#8503,for doing Taichi with me last week on the Giveth House roof terrace ,False,True,False,Nikola Creatrix#5026,ClaraZi#5313,geleeroyale#3228,6.0,13.0,False,for doing Taichi with me last week on the Giveth House roof terrace 
684,652,635a845e1ab9982803029f03,2022-06-22T22:00:00.000Z,Cotabe#4096,Nikola Creatrix#5026,and not sure who else was in drawing session but it was soul much fun!!! More of fun things like that. ,False,True,False,Nikola Creatrix#5026,miguelb#5176,geleeroyale#3228,7.0,13.0,False,and not sure who else was in drawing session but it was soul much fun!!! More of fun things like that. 
699,238,635a845e1ab9982803029d65,2022-06-15T22:00:00.000Z,Tosin#8012,Mo 🤖#0356,for working on Notification center ,False,False,True,Nikola Creatrix#5026,Almond | oyealmond#7049,geleeroyale#3228,6.5,13.0,False,for working on Notification center 
770,169,635a845e1ab9982803029d20,2022-06-15T22:00:00.000Z,Alireza7612#3020,MoeShehab#3487,our dev team in the middle east for meeting and doing team building ,False,True,False,Danibelle the Uno and Only#6791,miguelb#5176,geleeroyale#3228,3.67,8.0,False,our dev team in the middle east for meeting and doing team building 
787,907,635a845e1ab998280302a002,2022-06-29T22:00:00.000Z,Nikola Creatrix#5026,Dr. Suga#8514,for Connect strategy session ,False,True,True,mateodaza#3156,cuidadopeligro#4788,geleeroyale#3228,2.67,8.0,False,for Connect strategy session 
789,911,635a845e1ab998280302a006,2022-06-29T22:00:00.000Z,divine_comedian#5493,Dr. Suga#8514,for Connect strategy session ,False,True,False,Danibelle the Uno and Only#6791,ClaraZi#5313,cuidadopeligro#4788,0.6,8.0,False,for Connect strategy session 
802,1369,635a845e1ab998280302a1d0,2022-07-13T22:00:00.000Z,freshelle#9882,MoeNick#1374,"foe all they did during the conference, ",False,True,False,mateodaza#3156,miguelb#5176,divine_comedian#5493,4.33,8.0,False,"foe all they did during the conference, "
827,1315,635a845e1ab998280302a19a,2022-07-13T22:00:00.000Z,ahmad#7204,MoeNick#1374,and for weekly sync. ,False,True,False,Danibelle the Uno and Only#6791,miguelb#5176,hanners717#2022,3.0,8.0,False,and for weekly sync. 
837,359,635a845e1ab9982803029dde,2022-06-15T22:00:00.000Z,freshelle#9882,toraif#4775,& for the followup during the onboarding. ,False,True,False,mateodaza#3156,miguelb#5176,divine_comedian#5493,3.67,8.0,False,& for the followup during the onboarding. 
886,706,635a845e1ab9982803029f39,2022-06-27T22:00:00.000Z,divine_comedian#5493,Oki - @okiave💜🐙,for sharing terrace in a sweet floral tee shirt 👕 ,False,True,False,Danibelle the Uno and Only#6791,ClaraZi#5313,cuidadopeligro#4788,0.6,8.0,False,for sharing terrace in a sweet floral tee shirt 👕 
893,1422,635a845e1ab998280302a205,2022-07-13T22:00:00.000Z,freshelle#9882,MoeNick#1374,for payments ,False,True,False,mateodaza#3156,miguelb#5176,divine_comedian#5493,4.33,8.0,False,for payments 
894,690,635a845e1ab9982803029f29,2022-06-27T22:00:00.000Z,divine_comedian#5493,markop#2007,for showing us the Giveth terrace. ,False,True,False,Danibelle the Uno and Only#6791,ClaraZi#5313,cuidadopeligro#4788,3.0,8.0,False,for showing us the Giveth terrace. 
906,334,635a845e1ab9982803029dc5,2022-06-15T22:00:00.000Z,freshelle#9882,Todd Y.,and for the onboarding support ,False,True,False,mateodaza#3156,miguelb#5176,divine_comedian#5493,3.67,8.0,False,and for the onboarding support 
982,208,635a845e1ab9982803029d47,2022-06-15T22:00:00.000Z,ahmad#7204,Nicbals#2154,"for checking in on me this week !praise for the constant reminders and her valuable inputs in the onboarding process !praise for having her buddy call with Todd and for her input in the feedback form !praise for helping Jeevan on the Metamask bridging process !praise for joining the team !praise , and for filling out the self-ewview forms ",False,False,True,Danibelle the Uno and Only#6791,miguelb#5176,hanners717#2022,2.67,5.0,False,"for checking in on me this week !praise for the constant reminders and her valuable inputs in the onboarding process !praise for having her buddy call with Todd and for her input in the feedback form !praise for helping Jeevan on the Metamask bridging process !praise for joining the team !praise , and for filling out the self-ewview forms "
999,425,635a845e1ab9982803029e20,2022-06-21T22:00:00.000Z,Mo 🤖#0356,MoeNick#1374,for booking me the train for my way back. ,False,True,False,Danibelle the Uno and Only#6791,ClaraZi#5313,divine_comedian#5493,2.0,5.0,False,for booking me the train for my way back. 
1008,445,635a845e1ab9982803029e34,2022-06-22T22:00:00.000Z,MoeNick#1374,Cotabe#4096,again because we really got stucked for some time with the Github one ,False,True,False,mateodaza#3156,miguelb#5176,Cori#8483,2.5,5.0,False,again because we really got stucked for some time with the Github one 
1027,1366,635a845e1ab998280302a1cd,2022-07-13T22:00:00.000Z,Rodricast#1415,MoeNick#1374,"foe all they did during the conference, ",False,True,False,mateodaza#3156,miguelb#5176,divine_comedian#5493,3.33,5.0,False,"foe all they did during the conference, "
1028,1371,635a845e1ab998280302a1d2,2022-07-13T22:00:00.000Z,freshelle#9882,paxthemax#4454,for paying us and bugging Griff to pay us on the train wtf lol ,False,True,False,mateodaza#3156,miguelb#5176,divine_comedian#5493,2.0,5.0,False,for paying us and bugging Griff to pay us on the train wtf lol 
1042,912,635a845e1ab998280302a007,2022-06-29T22:00:00.000Z,Cotabe#4096,Dr. Suga#8514,for Connect strategy session ,True,False,True,Nikola Creatrix#5026,miguelb#5176,geleeroyale#3228,1.67,5.0,False,for Connect strategy session 
1301,190,635a845e1ab9982803029d35,2022-06-15T22:00:00.000Z,Giantkin#8403,Giantkin#8403,"i know its self serving, but i sure love the <#979783352783609866> used it 3 times today, checking when meeting starts 😉 ",False,True,True,toraif#4775,cuidadopeligro#4788,hanners717#2022,0.0,0.0,False,"i know its self serving, but i sure love the <#979783352783609866> used it 3 times today, checking when meeting starts 😉 "
